treatment,site,block,plot,tree_id,family,scientific_name,height_m,DBH1_cm,DBH2_cm,DBH3_cm,DBH4_cm,DBH5_cm,DBH6_cm,DBH7_cm,DBH8_cm,DBH9_cm,DBH10_cm,DBH11_cm
CMLT,2,2,1,491,Fabaceae,Hymenaea courbaril L.,10.8,17.2,,,,,,,,,,
CMLT,2,2,1,492,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,8.3,14.5,,,,,,,,,,
CMLT,2,2,1,493,Fabaceae,Copaifera langsdorffii Desf.,4.2,6.1,4.6,,,,,,,,,
CMLT,2,2,1,494,Fabaceae,Mimosa caesalpininiifolia Benth.,8.1,7.3,16.0,17.8,18.1,,,,,,,
CMLT,2,2,1,495,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,5.6,5.8,,,,,,,,,,
CMLT,2,2,1,496,Fabaceae,Hymenaea courbaril L.,8.4,6.9,,,,,,,,,,
CMLT,2,2,1,497,Fabaceae,Mimosa caesalpininiifolia Benth.,10.1,11.8,11.5,12.9,,,,,,,,
CMLT,2,2,2,498,Fabaceae,Pterogyne nitens Tul.,9.1,17.5,,,,,,,,,,
CMLT,2,2,2,499,Fabaceae,Mimosa caesalpininiifolia Benth.,8.9,8.2,,,,,,,,,,
CMLT,2,2,2,500,Bignoniaceae,Handroanthus impetiginosus (Mart. ex DC.) Mattos,9.5,16.9,,,,,,,,,,
CMLT,2,2,2,501,Fabaceae,Mimosa caesalpininiifolia Benth.,7.5,7.2,4.2,,,,,,,,,
CMLT,2,2,2,502,Fabaceae,Pterogyne nitens Tul.,10.5,17.8,,,,,,,,,,
CMLT,2,2,2,503,Fabaceae,Mimosa caesalpininiifolia Benth.,11.4,20.7,6.0,,,,,,,,,
CMLT,2,2,2,504,Fabaceae,Peltophorum dubium (Spreng.) Taub.,9.3,16.1,,,,,,,,,,
CMLT,2,2,2,505,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,10.0,13.5,,,,,,,,,,
CMLT,2,2,2,506,Fabaceae,Hymenaea courbaril L.,10.5,12.7,,,,,,,,,,
CMLT,2,2,2,507,Bignoniaceae,Zeyheria tuberculosa (Vell.) Bureau ex Verl.,10.5,14.0,,,,,,,,,,
CMLT,2,2,2,508,Bignoniaceae,Handroanthus ochraceus,6.5,6.3,,,,,,,,,,
CMLM,2,2,1,509,Fabaceae,Mimosa caesalpininiifolia Benth.,11.4,8.1,3.3,,,,,,,,,
CMLM,2,2,1,510,Euphorbiaceae,Croton floribundus Spreng.,8.2,12.0,,,,,,,,,,
CMLM,2,2,1,511,Fabaceae,Copaifera langsdorffii Desf.,6.7,6.5,,,,,,,,,,
CMLM,2,2,1,512,Fabaceae,Mimosa caesalpininiifolia Benth.,6.9,5.7,,,,,,,,,,
CMLM,2,2,1,513,Fabaceae,Mimosa caesalpininiifolia Benth.,6.6,6.7,,,,,,,,,,
CMLM,2,2,1,514,Myrtaceae,Psidium guajava L.,4.5,7.2,,,,,,,,,,
CMLM,2,2,1,515,Fabaceae,Mimosa caesalpininiifolia Benth.,7.7,13.4,,,,,,,,,,
CMLM,2,2,1,516,Fabaceae,Mimosa caesalpininiifolia Benth.,6.6,7.5,4.9,,,,,,,,,
CMLM,2,2,1,517,Indet 2,Indet 2,7.0,6.5,,,,,,,,,,
CMLM,2,2,1,518,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,6.3,12.4,,,,,,,,,,
CMLM,2,2,1,519,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,7.7,7.6,,,,,,,,,,
CMLM,2,2,1,520,Fabaceae,Pterogyne nitens Tul.,6.0,7.1,,,,,,,,,,
CMLM,2,2,1,521,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,8.4,5.8,,,,,,,,,,
CMLM,2,2,1,522,Fabaceae,Centrolobium tomentosum Guillem. ex Benth.,12.8,16.2,,,,,,,,,,
CMLM,2,2,1,523,Fabaceae,Pterogyne nitens Tul.,8.5,9.1,,,,,,,,,,
CMLM,2,2,1,524,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,8.3,9.9,,,,,,,,,,
CMLM,2,2,1,525,Euphorbiaceae,Croton floribundus Spreng.,7.1,5.8,6.7,,,,,,,,,
CMLM,2,2,1,526,Fabaceae,Centrolobium tomentosum Guillem. ex Benth.,8.0,6.7,,,,,,,,,,
CMLM,2,2,1,527,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,7.5,14.1,,,,,,,,,,
CMLM,2,2,1,528,Myrtaceae,Psidium guajava L.,5.5,7.0,4.8,,,,,,,,,
CMLM,2,2,1,529,Fabaceae,Hymenaea courbaril L.,8.2,12.2,,,,,,,,,,
CMLM,2,2,1,530,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,6.9,6.5,,,,,,,,,,
CMLM,2,2,1,531,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,4.3,5.4,,,,,,,,,,
CMLM,2,2,1,532,Euphorbiaceae,Alchornea glandulosa,6.1,7.3,,,,,,,,,,
CMLM,2,2,1,533,Fabaceae,Peltophorum dubium (Spreng.) Taub.,9.9,19.2,,,,,,,,,,
CMLM,2,2,1,534,Bignoniaceae,Zeyheria tuberculosa (Vell.) Bureau ex Verl.,9.6,9.5,,,,,,,,,,
CMLM,2,2,2,535,Fabaceae,Peltophorum dubium (Spreng.) Taub.,18.2,37.3,,,,,,,,,,
CMLM,2,2,2,536,Bignoniaceae,Zeyheria tuberculosa (Vell.) Bureau ex Verl.,5.7,10.8,,,,,,,,,,
CMLM,2,2,2,537,Meliaceae,Cedrela fissilis Vell.,6.1,7.3,,,,,,,,,,
CMLM,2,2,2,538,Fabaceae,Hymenaea courbaril L.,7.1,10.3,,,,,,,,,,
CMLM,2,2,2,539,Bignoniaceae,Zeyheria tuberculosa (Vell.) Bureau ex Verl.,8.5,11.6,,,,,,,,,,
CMLM,2,2,2,540,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,8.4,8.5,,,,,,,,,,
CMLM,2,2,2,541,Bignoniaceae,Handroanthus impetiginosus (Mart. ex DC.) Mattos,8.8,10.8,,,,,,,,,,
CMLM,2,2,2,542,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,16.7,22.3,,,,,,,,,,
CMLM,2,2,2,543,Fabaceae,Pterogyne nitens Tul.,15.7,25.5,14.0,,,,,,,,,
CMLM,2,2,2,544,Bignoniaceae,Zeyheria tuberculosa (Vell.) Bureau ex Verl.,9.4,14.4,,,,,,,,,,
CMLM,2,2,2,545,Fabaceae,Pterogyne nitens Tul.,8.3,9.8,,,,,,,,,,
CMLM,2,2,2,546,Lamiaceae,Aegiphila integrifolia (Jacq.) Moldenke,8.5,6.1,,,,,,,,,,
CMLM,2,2,2,547,Bignoniaceae,Zeyheria tuberculosa (Vell.) Bureau ex Verl.,8.6,14.3,,,,,,,,,,
CMLM,2,2,2,548,Fabaceae,Peltophorum dubium (Spreng.) Taub.,11.6,18.2,4.3,,,,,,,,,
CMLM,2,2,2,549,Bignoniaceae,Zeyheria tuberculosa (Vell.) Bureau ex Verl.,10.3,13.3,6.0,,,,,,,,,
CMLM,2,2,2,550,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,7.1,7.7,,,,,,,,,,
CMLM,2,2,2,551,Bignoniaceae,Zeyheria tuberculosa (Vell.) Bureau ex Verl.,11.1,13.9,10.5,,,,,,,,,
CON,2,2,1,552,Fabaceae,Peltophorum dubium (Spreng.) Taub.,9.5,15.3,,,,,,,,,,
CON,2,2,1,553,Myrtaceae,Psidium guajava L.,6.0,7.1,4.2,7.0,6.5,7.2,,,,,,
CON,2,2,1,554,Myrtaceae,Psidium guajava L.,4.7,5.4,3.6,4.0,,,,,,,,
CON,2,2,1,555,Bignoniaceae,Tecoma stans (L.) Juss. ex Kunth,8.5,18.5,,,,,,,,,,
CON,2,2,1,556,Myrtaceae,Psidium guajava L.,5.7,4.8,3.6,8.7,3.3,,,,,,,
CON,2,2,1,557,Bignoniaceae,Tecoma stans (L.) Juss. ex Kunth,6.4,5.5,4.3,,,,,,,,,
CON,2,2,1,558,Myrtaceae,Psidium guajava L.,7.0,5.9,5.6,,,,,,,,,
CON,2,2,1,559,Myrtaceae,Psidium guajava L.,8.0,5.7,6.5,4.7,6.7,10.1,,,,,,
CON,2,2,1,560,Asteraceae,Baccharis dracunculifolia DC.,6.4,5.7,4.7,,,,,,,,,
CON,2,2,1,561,Myrtaceae,Psidium guajava L.,6.9,5.2,3.3,5.4,,,,,,,,
CON,2,2,1,562,Myrtaceae,Psidium guajava L.,7.5,9.7,7.0,,,,,,,,,
CON,2,2,1,563,Myrtaceae,Psidium guajava L.,6.4,8.5,6.1,6.5,6.0,12.1,,,,,,
CON,2,2,2,564,Solanaceae,Cestrum cf. intermedium Sendtn.,5.6,6.7,5.7,4.0,,,,,,,,
CON,2,2,2,565,Fabaceae,Peltophorum dubium (Spreng.) Taub.,6.5,6.1,,,,,,,,,,
CON,2,2,2,566,Fabaceae,Peltophorum dubium (Spreng.) Taub.,9.6,17.5,,,,,,,,,,
CON,2,2,2,567,Myrtaceae,Psidium guajava L.,5.5,5.7,5.0,3.2,,,,,,,,
CON,2,2,2,568,Myrtaceae,Psidium guajava L.,5.5,5.1,3.5,5.8,3.5,,,,,,,
CON,2,2,2,569,Myrtaceae,Psidium guajava L.,4.4,6.1,7.0,4.4,3.9,3.5,,,,,,
CON,2,2,2,570,Myrtaceae,Psidium guajava L.,5.5,10.4,,,,,,,,,,
CON,2,2,2,571,Myrtaceae,Psidium guajava L.,4.8,6.4,6.0,6.3,4.3,,,,,,,
CON,2,2,2,572,Myrtaceae,Psidium guajava L.,5.2,7.1,,,,,,,,,,
CON,2,2,2,573,Bignoniaceae,Tecoma stans (L.) Juss. ex Kunth,11.0,11.7,15.2,7.4,,,,,,,,
CON,2,2,2,574,Myrtaceae,Psidium guajava L.,6.0,4.5,6.4,,,,,,,,,
CON,2,2,2,575,Myrtaceae,Psidium guajava L.,5.1,8.5,8.5,3.2,,,,,,,,
CON,2,2,2,576,Myrtaceae,Psidium guajava L.,5.4,6.5,6.3,4.3,4.1,,,,,,,
CON,2,2,2,577,Myrtaceae,Psidium guajava L.,5.0,6.3,4.5,5.3,,,,,,,,
CON,2,2,2,578,Myrtaceae,Psidium guajava L.,5.1,4.6,2.6,7.5,,,,,,,,
CON,2,2,2,579,Asteraceae,Baccharis dracunculifolia DC.,5.2,6.0,3.1,,,,,,,,,
CON,2,2,2,580,Bignoniaceae,Tecoma stans (L.) Juss. ex Kunth,5.3,6.5,,,,,,,,,,
CON,2,2,2,581,Meliaceae,Guarea guidonia (L.) Sleumer,8.1,7.5,,,,,,,,,,
CON,2,2,2,582,Asteraceae,Baccharis dracunculifolia DC.,5.1,5.5,,,,,,,,,,
CON,2,2,2,583,Rutaceae,Citrus sp,3.9,6.0,,,,,,,,,,
DIV,2,3,1,584,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,8.6,6.0,,,,,,,,,,
DIV,2,3,1,585,Fabaceae,Senegalia polyphylla (DC.) Britton & Rose,7.2,5.9,,,,,,,,,,
DIV,2,3,1,586,Fabaceae,Senegalia polyphylla (DC.) Britton & Rose,9.8,10.6,,,,,,,,,,
DIV,2,3,1,587,Fabaceae,Dipteryx alata Vogel,15.5,26.2,,,,,,,,,,
DIV,2,3,1,588,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,9.4,9.4,,,,,,,,,,
DIV,2,3,1,589,Fabaceae,Senegalia polyphylla (DC.) Britton & Rose,4.4,5.3,,,,,,,,,,
DIV,2,3,1,590,Fabaceae,Platypodium elegans Vogel,12.4,10.2,,,,,,,,,,
DIV,2,3,1,591,Fabaceae,Platypodium elegans Vogel,8.9,7.0,,,,,,,,,,
DIV,2,3,1,592,Fabaceae,Senegalia polyphylla (DC.) Britton & Rose,12.6,31.8,,,,,,,,,,
DIV,2,3,1,593,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,6.5,6.0,,,,,,,,,,
DIV,2,3,1,594,Fabaceae,Senegalia polyphylla (DC.) Britton & Rose,13.2,30.5,,,,,,,,,,
DIV,2,3,1,595,Fabaceae,Dipteryx alata Vogel,7.9,5.6,4.0,8.8,5.9,9.0,3.5,,,,,
DIV,2,3,1,596,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,5.3,5.1,5.6,2.7,,,,,,,,
DIV,2,3,1,597,Fabaceae,Senegalia polyphylla (DC.) Britton & Rose,8.6,12.5,11.0,,,,,,,,,
DIV,2,3,1,598,Fabaceae,Dipteryx alata Vogel,8.6,10.2,9.2,,,,,,,,,
DIV,2,3,2,599,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,13.7,17.8,14.0,,,,,,,,,
DIV,2,3,2,600,Anacardiaceae,Schinus terebinthifolia Raddi.,8.9,10.8,9.4,6.3,,,,,,,,
DIV,2,3,2,601,Fabaceae,Copaifera langsdorffii Desf.,6.3,9.7,,,,,,,,,,
DIV,2,3,2,602,Apocynaceae,Tabernaemontana hystrix Steud.,4.5,5.0,,,,,,,,,,
DIV,2,3,2,603,Fabaceae,Hymenaea courbaril L.,10.0,9.2,,,,,,,,,,
DIV,2,3,2,604,Fabaceae,Dipteryx alata Vogel,16.5,30.1,,,,,,,,,,
DIV,2,3,2,605,Apocynaceae,Tabernaemontana hystrix Steud.,4.1,7.4,,,,,,,,,,
DIV,2,3,2,606,Combretaceae,Terminalia argentea Mart.,17.4,50.0,59.2,,,,,,,,,
DIV,2,3,2,607,Fabaceae,Pterogyne nitens Tul.,7.5,8.0,7.3,,,,,,,,,
SEM,2,3,1,608,Fabaceae,Schizolobium parahyba (Vell.) Blake,14.6,40.7,,,,,,,,,,
SEM,2,3,1,609,Fabaceae,Schizolobium parahyba (Vell.) Blake,15.5,28.9,,,,,,,,,,
SEM,2,3,1,610,Combretaceae,Terminalia argentea Mart.,13.0,21.0,,,,,,,,,,
SEM,2,3,1,611,Fabaceae,Schizolobium parahyba (Vell.) Blake,15.8,30.9,,,,,,,,,,
SEM,2,3,1,612,Apocynaceae,Tabernaemontana hystrix Steud.,3.7,5.2,,,,,,,,,,
SEM,2,3,1,613,Meliaceae,Trichilia pallida Sw.,3.9,6.9,,,,,,,,,,
SEM,2,3,1,614,Fabaceae,Schizolobium parahyba (Vell.) Blake,20.5,33.5,,,,,,,,,,
SEM,2,3,1,615,Fabaceae,Schizolobium parahyba (Vell.) Blake,16.6,35.0,,,,,,,,,,
SEM,2,3,1,616,Fabaceae,Schizolobium parahyba (Vell.) Blake,12.2,13.3,11.5,,,,,,,,,
SEM,2,3,1,617,Fabaceae,Schizolobium parahyba (Vell.) Blake,15.1,32.5,,,,,,,,,,
SEM,2,3,1,618,Fabaceae,Schizolobium parahyba (Vell.) Blake,8.0,21.1,,,,,,,,,,
SEM,2,3,1,619,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,7.0,15.2,,,,,,,,,,
SEM,2,3,1,620,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,5.5,9.5,,,,,,,,,,
SEM,2,3,1,621,Fabaceae,Schizolobium parahyba (Vell.) Blake,7.7,17.7,,,,,,,,,,
SEM,2,3,1,622,Fabaceae,Schizolobium parahyba (Vell.) Blake,16.0,34.0,,,,,,,,,,
SEM,2,3,1,623,Fabaceae,Schizolobium parahyba (Vell.) Blake,9.5,24.2,,,,,,,,,,
SEM,2,3,1,624,Bignoniaceae,Tecoma stans (L.) Juss. ex Kunth,4.6,6.3,2.7,,,,,,,,,
SEM,2,3,2,625,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,2.8,10.2,,,,,,,,,,
SEM,2,3,2,626,Apocynaceae,Tabernaemontana hystrix Steud.,5.8,8.0,,,,,,,,,,
SEM,2,3,2,627,Fabaceae,Schizolobium parahyba (Vell.) Blake,20.6,51.0,,,,,,,,,,
SEM,2,3,2,628,Fabaceae,Schizolobium parahyba (Vell.) Blake,3.9,27.2,,,,,,,,,,
SEM,2,3,2,629,Fabaceae,Schizolobium parahyba (Vell.) Blake,7.9,14.4,,,,,,,,,,
SEM,2,3,2,630,Fabaceae,Schizolobium parahyba (Vell.) Blake,17.6,36.7,,,,,,,,,,
SEM,2,3,2,631,Fabaceae,Schizolobium parahyba (Vell.) Blake,12.2,26.7,,,,,,,,,,
SEM,2,3,2,632,Fabaceae,Schizolobium parahyba (Vell.) Blake,13.5,23.4,,,,,,,,,,
SEM,2,3,2,633,Fabaceae,Peltophorum dubium (Spreng.) Taub.,12.0,15.7,,,,,,,,,,
SEM,2,3,2,634,Fabaceae,Schizolobium parahyba (Vell.) Blake,18.9,32.7,,,,,,,,,,
SEM,2,3,2,635,Fabaceae,Schizolobium parahyba (Vell.) Blake,20.5,30.2,,,,,,,,,,
SEM,2,3,2,636,Fabaceae,Schizolobium parahyba (Vell.) Blake,9.1,15.3,,,,,,,,,,
SEM,2,3,2,637,Fabaceae,Schizolobium parahyba (Vell.) Blake,21.7,42.3,,,,,,,,,,
SEM,2,3,2,638,Fabaceae,Senegalia polyphylla (DC.) Britton & Rose,5.7,6.9,,,,,,,,,,
SEM,2,3,2,639,Apocynaceae,Tabernaemontana hystrix Steud.,4.6,6.3,5.2,,,,,,,,,
SEM,2,3,2,641,Apocynaceae,Tabernaemontana hystrix Steud.,4.4,7.2,,,,,,,,,,
SEM,2,3,2,642,Rutaceae,Citrus sp,3.7,8.2,,,,,,,,,,
SEM,2,3,2,643,Fabaceae,Senegalia polyphylla (DC.) Britton & Rose,6.6,6.0,,,,,,,,,,
CMLT,2,3,1,644,Fabaceae,Copaifera langsdorffii Desf.,5.3,5.1,,,,,,,,,,
CMLT,2,3,1,645,Fabaceae,Hymenaea courbaril L.,16.7,42.2,,,,,,,,,,
CMLT,2,3,1,646,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,11.1,9.1,,,,,,,,,,
CMLT,2,3,1,647,Fabaceae,Peltophorum dubium (Spreng.) Taub.,4.7,5.5,,,,,,,,,,
CMLT,2,3,1,648,Fabaceae,Copaifera langsdorffii Desf.,8.0,10.2,,,,,,,,,,
CMLT,2,3,1,649,Fabaceae,Copaifera langsdorffii Desf.,10.0,11.9,18.0,,,,,,,,,
CMLT,2,3,1,650,Fabaceae,Peltophorum dubium (Spreng.) Taub.,5.9,6.7,,,,,,,,,,
CMLT,2,3,1,651,Fabaceae,Pterogyne nitens Tul.,9.5,11.8,,,,,,,,,,
CMLT,2,3,1,652,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,6.6,8.7,,,,,,,,,,
CMLT,2,3,1,653,Bignoniaceae,Cybistax antisyphilitica (Mart.) Mart.,9.0,9.9,,,,,,,,,,
CMLT,2,3,1,654,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,5.8,5.3,,,,,,,,,,
CMLT,2,3,2,655,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,7.2,6.7,,,,,,,,,,
CMLT,2,3,2,656,Fabaceae,Anadenanthera peregrina falcata,18.0,21.0,,,,,,,,,,
CMLT,2,3,2,657,Fabaceae,Hymenaea courbaril L.,5.7,8.1,,,,,,,,,,
CMLT,2,3,2,658,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,8.5,9.7,2.2,,,,,,,,,
CMLT,2,3,2,659,Fabaceae,Anadenanthera peregrina falcata,17.8,23.3,,,,,,,,,,
CMLT,2,3,2,660,Fabaceae,Peltophorum dubium (Spreng.) Taub.,12.8,13.9,16.4,,,,,,,,,
CMLT,2,3,2,661,Fabaceae,Hymenaea courbaril L.,6.8,6.3,,,,,,,,,,
CMLT,2,3,2,662,Fabaceae,Hymenaea courbaril L.,12.0,15.0,,,,,,,,,,
CMLT,2,3,2,663,Fabaceae,Copaifera langsdorffii Desf.,5.7,10.2,,,,,,,,,,
CMLT,2,3,2,664,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,5.0,5.9,,,,,,,,,,
CMLT,2,3,2,665,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,7.5,10.8,,,,,,,,,,
CMLT,2,3,2,666,Fabaceae,Copaifera langsdorffii Desf.,5.7,5.1,,,,,,,,,,
CMLT,2,3,2,667,Fabaceae,Hymenaea courbaril L.,7.4,8.4,,,,,,,,,,
CMLT,2,3,2,668,Fabaceae,Hymenaea courbaril L.,8.5,13.9,,,,,,,,,,
CMLT,2,3,2,669,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,13.5,17.5,,,,,,,,,,
CMLT,2,3,2,670,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,7.0,8.4,,,,,,,,,,
CMLT,2,3,2,671,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,6.9,7.2,,,,,,,,,,
CMLT,2,3,2,672,Bignoniaceae,Zeyheria tuberculosa (Vell.) Bureau ex Verl.,6.6,8.5,,,,,,,,,,
CMLM,2,3,1,673,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,4.3,6.1,,,,,,,,,,
CMLM,2,3,1,674,Fabaceae,Copaifera langsdorffii Desf.,3.4,5.3,,,,,,,,,,
CMLM,2,3,1,675,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,7.0,23.4,,,,,,,,,,
CMLM,2,3,1,676,Fabaceae,Copaifera langsdorffii Desf.,7.7,12.1,,,,,,,,,,
CMLM,2,3,1,677,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,4.9,10.5,,,,,,,,,,
CMLM,2,3,1,678,Solanaceae,Solanum pseudoquina,5.9,5.7,5.4,,,,,,,,,
CMLM,2,3,1,679,Meliaceae,Trichilia pallida Sw.,5.2,7.0,,,,,,,,,,
CMLM,2,3,1,680,Fabaceae,Peltophorum dubium (Spreng.) Taub.,15.5,23.7,31.0,,,,,,,,,
CMLM,2,3,1,681,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,9.2,10.7,,,,,,,,,,
CMLM,2,3,1,682,Fabaceae,Copaifera langsdorffii Desf.,7.7,10.6,,,,,,,,,,
CMLM,2,3,1,683,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,16.1,21.3,,,,,,,,,,
CMLM,2,3,1,684,Meliaceae,Cedrela fissilis Vell.,9.0,17.7,,,,,,,,,,
CMLM,2,3,2,685,Fabaceae,Anadenanthera peregrina falcata,14.5,27.9,,,,,,,,,,
CMLM,2,3,2,686,Fabaceae,Peltophorum dubium (Spreng.) Taub.,10.5,12.3,8.5,,,,,,,,,
CMLM,2,3,2,687,Bignoniaceae,Handroanthus heptaphyllus,10.7,14.5,,,,,,,,,,
CMLM,2,3,2,688,Fabaceae,Copaifera langsdorffii Desf.,7.5,7.2,,,,,,,,,,
CMLM,2,3,2,689,Fabaceae,Hymenaea courbaril L.,9.4,13.1,,,,,,,,,,
CMLM,2,3,2,690,Fabaceae,Hymenaea courbaril L.,12.1,8.5,,,,,,,,,,
CMLM,2,3,2,691,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,20.5,55.4,,,,,,,,,,
CMLM,2,3,2,692,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,14.1,31.9,,,,,,,,,,
CMLM,2,3,2,693,Fabaceae,Copaifera langsdorffii Desf.,5.2,6.6,,,,,,,,,,
CMLM,2,3,2,694,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,8.7,12.4,,,,,,,,,,
CMLM,2,3,2,695,Bignoniaceae,Handroanthus heptaphyllus,14.1,14.4,,,,,,,,,,
CMLM,2,3,2,696,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,16.0,20.2,,,,,,,,,,
SAFT,2,3,1,697,Fabaceae,Pterogyne nitens Tul.,15.0,32.5,9.9,,,,,,,,,
SAFT,2,3,1,698,Fabaceae,Hymenaea courbaril L.,13.2,13.2,,,,,,,,,,
SAFT,2,3,1,699,Fabaceae,Senegalia polyphylla (DC.) Britton & Rose,9.2,10.2,,,,,,,,,,
SAFT,2,3,1,700,Bignoniaceae,Zeyheria tuberculosa (Vell.) Bureau ex Verl.,10.0,9.6,8.5,,,,,,,,,
SAFT,2,3,1,701,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,20.6,17.6,,,,,,,,,,
SAFT,2,3,1,702,Fabaceae,Peltophorum dubium (Spreng.) Taub.,10.0,8.2,,,,,,,,,,
SAFT,2,3,1,703,Fabaceae,Pterogyne nitens Tul.,16.3,32.1,22.5,9.1,,,,,,,,
SAFT,2,3,1,704,Euphorbiaceae,Croton floribundus Spreng.,9.2,9.6,,,,,,,,,,
SAFT,2,3,1,705,Fabaceae,Hymenaea courbaril L.,11.1,15.5,,,,,,,,,,
SAFT,2,3,2,706,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,12.1,19.2,,,,,,,,,,
SAFT,2,3,2,707,Meliaceae,Trichilia pallida Sw.,4.8,6.1,3.1,,,,,,,,,
SAFT,2,3,2,708,Fabaceae,Anadenanthera peregrina falcata,18.8,29.1,,,,,,,,,,
SAFT,2,3,2,709,Fabaceae,Hymenaea courbaril L.,6.2,6.7,,,,,,,,,,
SAFT,2,3,2,710,Lamiaceae,Aegiphila integrifolia (Jacq.) Moldenke,9.5,22.2,,,,,,,,,,
SAFT,2,3,2,711,Fabaceae,Hymenaea courbaril L.,10.2,11.2,,,,,,,,,,
SAFT,2,3,2,712,Fabaceae,Pterogyne nitens Tul.,15.4,23.1,,,,,,,,,,
SAFT,2,3,2,713,Fabaceae,Senegalia polyphylla (DC.) Britton & Rose,6.1,5.5,2.7,,,,,,,,,
SAFM,2,3,1,714,Fabaceae,Pterogyne nitens Tul.,11.9,32.7,,,,,,,,,,
SAFM,2,3,1,715,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,9.4,26.2,,,,,,,,,,
SAFM,2,3,1,716,Fabaceae,Hymenaea courbaril L.,12.2,14.9,,,,,,,,,,
SAFM,2,3,1,717,Euphorbiaceae,Croton floribundus Spreng.,10.4,9.4,,,,,,,,,,
SAFM,2,3,1,718,Bignoniaceae,Zeyheria tuberculosa (Vell.) Bureau ex Verl.,14.3,26.2,,,,,,,,,,
SAFM,2,3,1,719,Fabaceae,Inga vera Willd.,5.0,8.0,,,,,,,,,,
SAFM,2,3,1,720,Euphorbiaceae,Croton floribundus Spreng.,7.0,6.4,,,,,,,,,,
SAFM,2,3,1,721,Fabaceae,Senegalia polyphylla (DC.) Britton & Rose,12.1,16.2,14.1,11.9,,,,,,,,
SAFM,2,3,2,722,Fabaceae,Hymenaea courbaril L.,14.9,21.2,,,,,,,,,,
SAFM,2,3,2,723,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,5.1,6.4,,,,,,,,,,
SAFM,2,3,2,724,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,18.2,38.7,,,,,,,,,,
SAFM,2,3,2,725,Fabaceae,Peltophorum dubium (Spreng.) Taub.,11.5,14.3,,,,,,,,,,
SAFM,2,3,2,726,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,19.5,49.7,,,,,,,,,,
SAFM,2,3,2,727,Fabaceae,Copaifera langsdorffii Desf.,6.1,8.1,,,,,,,,,,
SAFM,2,3,2,728,Euphorbiaceae,Croton floribundus Spreng.,5.1,5.6,3.6,3.0,,,,,,,,
SAFM,2,3,2,729,Asteraceae,Moquiniastrum polymorphum (Less.) G. Sancho,4.2,6.3,,,,,,,,,,
SAFM,2,3,2,730,Fabaceae,Hymenaea courbaril L.,8.4,13.7,,,,,,,,,,
SAFM,2,3,2,731,Apocynaceae,Tabernaemontana hystrix Steud.,5.5,5.7,,,,,,,,,,
SAFM,2,3,2,732,Myrtaceae,Psidium guajava L.,2.3,5.4,,,,,,,,,,
