treatment,site,block,plot,tree_id,family,scientific_name,height_m,DBH1_cm,DBH2_cm,DBH3_cm,DBH4_cm,DBH5_cm,DBH6_cm,DBH7_cm,DBH8_cm,DBH9_cm,DBH10_cm,DBH11_cm
SAFT,2,1,1,1,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,8.8,6.1,,,,,,,,,,
SAFT,2,1,1,2,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,5.3,6.6,6.6,,,,,,,,,
SAFT,2,1,1,3,Fabaceae,Mimosa caesalpininiifolia Benth.,11.3,19.7,23.0,8.0,6.7,11.7,8.1,8.3,8.0,,,
SAFT,2,1,1,4,Fabaceae,Mimosa caesalpininiifolia Benth.,9.6,5.8,,,,,,,,,,
SAFT,2,1,1,5,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,9.8,9.9,,,,,,,,,,
SAFT,2,1,1,6,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,12.5,18.7,,,,,,,,,,
SAFT,2,1,1,7,Fabaceae,Mimosa caesalpininiifolia Benth.,9.4,6.2,6.0,4.5,,,,,,,,
SAFT,2,1,1,8,Fabaceae,Mimosa caesalpininiifolia Benth.,9.4,21.8,15.5,14.9,11.6,,,,,,,
SAFT,2,1,2,9,Fabaceae,Mimosa caesalpininiifolia Benth.,12.4,11.5,19.8,22.5,22.0,,,,,,,
SAFT,2,1,2,10,Fabaceae,Mimosa caesalpininiifolia Benth.,9.0,3.9,4.4,10.2,4.2,,,,,,,
SAFT,2,1,2,11,Fabaceae,Mimosa caesalpininiifolia Benth.,11.5,25.1,3.5,,,,,,,,,
SAFT,2,1,2,12,Fabaceae,Mimosa caesalpininiifolia Benth.,11.0,10.6,,,,,,,,,,
SAFT,2,1,2,13,Fabaceae,Mimosa caesalpininiifolia Benth.,8.6,5.1,,,,,,,,,,
SAFT,2,1,2,14,Fabaceae,Mimosa caesalpininiifolia Benth.,13.2,14.9,15.0,11.7,15.8,,,,,,,
SAFT,2,1,2,15,Fabaceae,Hymenaea courbaril L.,14.3,16.1,,,,,,,,,,
SAFT,2,1,2,16,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,7.3,14.9,15.3,,,,,,,,,
SAFT,2,1,2,17,Myrtaceae,Psidium guajava L.,4.2,5.6,,,,,,,,,,
SAFT,2,1,2,18,Fabaceae,Pterogyne nitens Tul.,14.7,15.5,,,,,,,,,,
SAFT,2,1,2,20,Fabaceae,Mimosa caesalpininiifolia Benth.,8.3,5.4,,,,,,,,,,
SAFT,2,1,2,21,Myrtaceae,Psidium guajava L.,5.4,5.6,4.7,,,,,,,,,
SAFT,2,1,2,22,Fabaceae,Mimosa caesalpininiifolia Benth.,17.5,16.6,25.6,29.4,22.1,,,,,,,
SAFM,2,1,1,23,Fabaceae,Anadenanthera peregrina falcata,18.5,18.0,,,,,,,,,,
SAFM,2,1,1,24,Fabaceae,Peltophorum dubium (Spreng.) Taub.,19.9,38.9,,,,,,,,,,
SAFM,2,1,1,25,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,5.2,5.9,,,,,,,,,,
SAFM,2,1,1,26,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,12.4,8.6,,,,,,,,,,
SAFM,2,1,1,27,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,9.3,6.7,4.1,,,,,,,,,
SAFM,2,1,1,28,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,13.4,11.9,,,,,,,,,,
SAFM,2,1,1,29,Apocynaceae,Tabernaemontana hystrix Steud.,6.1,6.1,,,,,,,,,,
SAFM,2,1,1,30,Fabaceae,Anadenanthera peregrina falcata,7.2,6.6,,,,,,,,,,
SAFM,2,1,1,31,Fabaceae,Hymenaea courbaril L.,6.7,5.7,,,,,,,,,,
SAFM,2,1,1,32,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,8.4,6.5,,,,,,,,,,
SAFM,2,1,1,33,Fabaceae,Mimosa caesalpininiifolia Benth.,12.7,17.5,14.7,15.9,21.4,19.5,13.0,,,,,
SAFM,2,1,1,34,Apocynaceae,Tabernaemontana hystrix Steud.,7.5,8.9,,,,,,,,,,
SAFM,2,1,1,35,Fabaceae,Anadenanthera peregrina falcata,9.8,5.4,,,,,,,,,,
SAFM,2,1,1,36,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,12.0,11.9,,,,,,,,,,
SAFM,2,1,1,37,Fabaceae,Hymenaea courbaril L.,7.2,5.0,,,,,,,,,,
SAFM,2,1,1,38,Bignoniaceae,Zeyheria tuberculosa (Vell.) Bureau ex Verl.,11.2,14.6,,,,,,,,,,
SAFM,2,1,1,39,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,7.7,10.5,,,,,,,,,,
SAFM,2,1,1,40,Apocynaceae,Tabernaemontana hystrix Steud.,6.1,6.8,,,,,,,,,,
SAFM,2,1,1,41,Apocynaceae,Tabernaemontana hystrix Steud.,6.0,7.4,,,,,,,,,,
SAFM,2,1,1,42,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,20.3,47.2,,,,,,,,,,
SAFM,2,1,1,43,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,9.5,7.8,,,,,,,,,,
SAFM,2,1,1,44,Fabaceae,Pterogyne nitens Tul.,7.0,5.2,,,,,,,,,,
SAFM,2,1,1,45,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,5.5,5.4,,,,,,,,,,
SAFM,2,1,1,47,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,8.2,6.2,,,,,,,,,,
SAFM,2,1,1,48,Bignoniaceae,Zeyheria tuberculosa (Vell.) Bureau ex Verl.,7.1,5.5,,,,,,,,,,
SAFM,2,1,1,49,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,13.7,11.1,,,,,,,,,,
SAFM,2,1,1,50,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,8.3,5.6,,,,,,,,,,
SAFM,2,1,1,51,Lamiaceae,Aegiphila integrifolia (Jacq.) Moldenke,6.8,5.5,,,,,,,,,,
SAFM,2,1,1,52,Fabaceae,Anadenanthera peregrina falcata,8.7,9.2,,,,,,,,,,
SAFM,2,1,1,53,Fabaceae,Peltophorum dubium (Spreng.) Taub.,21.5,35.7,36.5,33.4,,,,,,,,
SAFM,2,1,1,54,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,8.2,9.0,,,,,,,,,,
SAFM,2,1,1,55,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,6.5,7.4,,,,,,,,,,
SAFM,2,1,1,56,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,7.0,9.5,,,,,,,,,,
SAFM,2,1,2,57,Fabaceae,Anadenanthera peregrina falcata,12.2,13.3,,,,,,,,,,
SAFM,2,1,2,58,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,9.5,7.1,,,,,,,,,,
SAFM,2,1,2,59,Fabaceae,Pterogyne nitens Tul.,7.8,7.4,3.5,,,,,,,,,
SAFM,2,1,2,60,Fabaceae,Anadenanthera peregrina falcata,19.0,31.9,,,,,,,,,,
SAFM,2,1,2,61,Myrtaceae,Psidium guajava L.,5.9,6.9,,,,,,,,,,
SAFM,2,1,2,62,Fabaceae,Mimosa caesalpininiifolia Benth.,12.0,8.9,17.8,5.6,,,,,,,,
SAFM,2,1,2,63,Fabaceae,Mimosa caesalpininiifolia Benth.,6.6,5.1,,,,,,,,,,
SAFM,2,1,2,64,Fabaceae,Mimosa caesalpininiifolia Benth.,6.7,6.2,,,,,,,,,,
SAFM,2,1,2,66,Fabaceae,Mimosa caesalpininiifolia Benth.,5.6,5.3,4.4,2.8,,,,,,,,
SAFM,2,1,2,67,Myrtaceae,Psidium guajava L.,4.0,10.5,,,,,,,,,,
SAFM,2,1,2,68,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,10.8,8.9,,,,,,,,,,
SAFM,2,1,2,69,Fabaceae,Anadenanthera peregrina falcata,7.2,7.7,,,,,,,,,,
SAFM,2,1,2,70,Fabaceae,Pterogyne nitens Tul.,15.5,27.7,,,,,,,,,,
SAFM,2,1,2,71,Apocynaceae,Tabernaemontana hystrix Steud.,5.5,5.4,,,,,,,,,,
SAFM,2,1,2,72,Fabaceae,Hymenaea courbaril L.,8.4,7.1,,,,,,,,,,
SAFM,2,1,2,73,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,8.3,8.2,,,,,,,,,,
SAFM,2,1,2,74,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,8.7,19.6,,,,,,,,,,
SAFM,2,1,2,75,Apocynaceae,Tabernaemontana hystrix Steud.,6.3,6.2,,,,,,,,,,
DIV,2,1,1,76,Fabaceae,Mimosa caesalpininiifolia Benth.,17.9,21.3,,,,,,,,,,
DIV,2,1,1,77,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,22.3,33.2,,,,,,,,,,
DIV,2,1,1,78,Apocynaceae,Tabernaemontana hystrix Steud.,11.9,11.5,6.6,5.4,,,,,,,,
DIV,2,1,1,79,Fabaceae,Poecilanthe parviflora Benth.,12.7,15.1,16.6,15.4,,,,,,,,
DIV,2,1,1,80,Boraginaceae,Cordia abyssinica,5.9,14.8,,,,,,,,,,
DIV,2,1,1,81,Fabaceae,Dipteryx alata Vogel,5.9,5.6,,,,,,,,,,
DIV,2,1,1,82,Anacardiaceae,Schinus terebinthifolia Raddi.,10.7,14.8,,,,,,,,,,
DIV,2,1,1,83,Fabaceae,Dipteryx alata Vogel,6.2,5.0,,,,,,,,,,
DIV,2,1,1,84,Sapindaceae,Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.,5.4,5.3,,,,,,,,,,
DIV,2,1,1,85,Anacardiaceae,Schinus terebinthifolia Raddi.,13.1,12.7,16.1,17.1,,,,,,,,
DIV,2,1,1,86,Anacardiaceae,Schinus terebinthifolia Raddi.,9.5,10.2,,,,,,,,,,
DIV,2,1,1,87,Fabaceae,Poecilanthe parviflora Benth.,12.2,9.8,10.5,,,,,,,,,
DIV,2,1,1,88,Anacardiaceae,Schinus terebinthifolia Raddi.,5.8,10.7,8.5,4.1,,,,,,,,
DIV,2,1,1,89,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,14.5,23.8,,,,,,,,,,
DIV,2,1,1,90,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,19.6,52.5,,,,,,,,,,
DIV,2,1,1,91,Urticaceae,Cecropia pachystachya Trécul,7.4,13.0,12.2,,,,,,,,,
DIV,2,1,2,92,Lauraceae,Ocotea corymbosa,8.0,13.4,5.0,,,,,,,,,
DIV,2,1,2,93,Fabaceae,Centrolobium tomentosum Guillem. ex Benth.,10.6,9.6,,,,,,,,,,
DIV,2,1,2,94,Lauraceae,Ocotea corymbosa,13.9,10.5,,,,,,,,,,
DIV,2,1,2,95,Fabaceae,Centrolobium tomentosum Guillem. ex Benth.,19.5,12.9,,,,,,,,,,
DIV,2,1,2,96,Euphorbiaceae,Croton floribundus Spreng.,22.1,45.8,10.5,,,,,,,,,
DIV,2,1,2,97,Lauraceae,Ocotea corymbosa,12.9,12.6,,,,,,,,,,
DIV,2,1,2,98,Fabaceae,Hymenaea courbaril L.,16.5,11.8,,,,,,,,,,
DIV,2,1,2,99,Fabaceae,Hymenaea courbaril L.,13.4,12.7,,,,,,,,,,
DIV,2,1,2,100,Myrtaceae,Psidium guajava L.,9.4,5.6,4.6,6.4,,,,,,,,
DIV,2,1,2,101,Fabaceae,Dipteryx alata Vogel,14.2,14.0,,,,,,,,,,
DIV,2,1,2,102,Apocynaceae,Tabernaemontana hystrix Steud.,7.8,7.1,,,,,,,,,,
DIV,2,1,2,103,Myrtaceae,Psidium guajava L.,7.7,8.0,5.6,,,,,,,,,
DIV,2,1,2,104,Euphorbiaceae,Croton floribundus Spreng.,19.4,36.5,,,,,,,,,,
DIV,2,1,2,105,Euphorbiaceae,Croton floribundus Spreng.,13.0,14.3,,,,,,,,,,
DIV,2,1,2,106,Fabaceae,Dipteryx alata Vogel,15.1,17.4,,,,,,,,,,
DIV,2,1,2,107,Fabaceae,Dipteryx alata Vogel,10.0,8.2,,,,,,,,,,
DIV,2,1,2,108,Myrtaceae,Psidium guajava L.,5.9,7.5,,,,,,,,,,
DIV,2,1,2,109,Fabaceae,Poecilanthe parviflora Benth.,11.7,11.9,,,,,,,,,,
DIV,2,1,2,110,Lauraceae,Nectandra megapotamica (Spreng.) Mez,9.3,12.0,4.6,,,,,,,,,
DIV,2,1,2,111,Euphorbiaceae,Croton floribundus Spreng.,10.1,12.9,14.6,,,,,,,,,
DIV,2,1,2,112,Myrtaceae,Psidium guajava L.,7.2,6.4,,,,,,,,,,
DIV,2,1,2,113,Fabaceae,Machaerium hirtum (Vell.) Stellfeld,8.6,5.3,,,,,,,,,,
DIV,2,1,2,114,Fabaceae,Copaifera langsdorffii Desf.,8.4,7.2,,,,,,,,,,
DIV,2,1,2,115,Fabaceae,Dipteryx alata Vogel,5.5,7.0,,,,,,,,,,
DIV,2,1,2,116,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,7.8,14.2,,,,,,,,,,
DIV,2,1,2,117,Euphorbiaceae,Croton floribundus Spreng.,8.0,28.5,,,,,,,,,,
CMLM,2,1,1,118,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,6.4,6.8,,,,,,,,,,
CMLM,2,1,1,119,Fabaceae,Myroxylum peruiferum L. f.,10.2,12.3,,,,,,,,,,
CMLM,2,1,1,120,Fabaceae,Copaifera langsdorffii Desf.,8.4,9.2,,,,,,,,,,
CMLM,2,1,1,121,Fabaceae,Schizolobium parahyba (Vell.) Blake,13.4,12.4,,,,,,,,,,
CMLM,2,1,1,122,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,10.9,9.3,,,,,,,,,,
CMLM,2,1,1,123,Fabaceae,Hymenaea courbaril L.,10.0,8.9,8.8,,,,,,,,,
CMLM,2,1,1,124,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,7.2,6.5,,,,,,,,,,
CMLM,2,1,1,125,Apocynaceae,Tabernaemontana hystrix Steud.,6.9,5.1,,,,,,,,,,
CMLM,2,1,1,126,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,9.4,5.3,3.3,,,,,,,,,
CMLM,2,1,1,127,Apocynaceae,Tabernaemontana hystrix Steud.,8.2,12.9,,,,,,,,,,
CMLM,2,1,1,128,Fabaceae,Pterogyne nitens Tul.,10.7,8.9,,,,,,,,,,
CMLM,2,1,1,129,Fabaceae,Piptadenia gonoacantha (Mart.) J.F.Macbr.,17.6,14.0,,,,,,,,,,
CMLM,2,1,1,130,Myrtaceae,Psidium guajava L.,4.5,5.6,,,,,,,,,,
CMLM,2,1,1,131,Fabaceae,Myroxylum peruiferum L. f.,11.2,14.5,,,,,,,,,,
CMLM,2,1,1,132,Euphorbiaceae,Croton floribundus Spreng.,6.9,11.6,,,,,,,,,,
CMLM,2,1,1,133,Apocynaceae,Tabernaemontana hystrix Steud.,8.5,8.9,,,,,,,,,,
CMLM,2,1,1,134,Fabaceae,Copaifera langsdorffii Desf.,9.4,7.2,,,,,,,,,,
CMLM,2,1,1,135,Apocynaceae,Tabernaemontana hystrix Steud.,9.4,7.7,,,,,,,,,,
CMLM,2,1,1,136,Apocynaceae,Tabernaemontana hystrix Steud.,9.7,11.8,,,,,,,,,,
CMLM,2,1,1,137,Fabaceae,Mimosa caesalpininiifolia Benth.,7.8,8.2,7.0,,,,,,,,,
CMLM,2,1,1,138,Apocynaceae,Tabernaemontana hystrix Steud.,5.6,6.5,,,,,,,,,,
CMLM,2,1,1,139,Apocynaceae,Tabernaemontana hystrix Steud.,4.7,5.6,,,,,,,,,,
CMLM,2,1,1,140,Apocynaceae,Tabernaemontana hystrix Steud.,6.6,8.1,,,,,,,,,,
CMLM,2,1,1,141,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,12.5,8.9,,,,,,,,,,
CMLM,2,1,1,142,Fabaceae,Myroxylum peruiferum L. f.,10.8,9.2,,,,,,,,,,
CMLM,2,1,1,143,Apocynaceae,Tabernaemontana hystrix Steud.,9.4,10.0,10.5,,,,,,,,,
CMLM,2,1,2,144,Fabaceae,Hymenaea courbaril L.,9.2,9.3,,,,,,,,,,
CMLM,2,1,2,145,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,11.6,17.5,,,,,,,,,,
CMLM,2,1,2,146,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,12.0,11.5,,,,,,,,,,
CMLM,2,1,2,147,Apocynaceae,Tabernaemontana hystrix Steud.,8.0,5.1,,,,,,,,,,
CMLM,2,1,2,148,Apocynaceae,Tabernaemontana hystrix Steud.,7.3,6.4,,,,,,,,,,
CMLM,2,1,2,149,Apocynaceae,Tabernaemontana hystrix Steud.,8.3,5.7,,,,,,,,,,
CMLM,2,1,2,150,Apocynaceae,Tabernaemontana hystrix Steud.,8.3,6.0,,,,,,,,,,
CMLM,2,1,2,151,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,11.4,11.5,,,,,,,,,,
CMLM,2,1,2,152,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,10.9,8.6,,,,,,,,,,
CMLM,2,1,2,153,Apocynaceae,Tabernaemontana hystrix Steud.,6.7,5.1,,,,,,,,,,
CMLM,2,1,2,154,Apocynaceae,Tabernaemontana hystrix Steud.,6.7,7.0,,,,,,,,,,
CMLM,2,1,2,155,Apocynaceae,Tabernaemontana hystrix Steud.,6.9,8.6,,,,,,,,,,
CMLM,2,1,2,156,Bignoniaceae,Zeyheria tuberculosa (Vell.) Bureau ex Verl.,9.4,7.6,,,,,,,,,,
CMLM,2,1,2,157,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,8.6,7.3,,,,,,,,,,
CMLM,2,1,2,158,Apocynaceae,Tabernaemontana hystrix Steud.,8.0,10.6,,,,,,,,,,
CMLM,2,1,2,159,Fabaceae,Pterogyne nitens Tul.,13.9,18.2,,,,,,,,,,
CMLM,2,1,2,160,Bignoniaceae,Zeyheria tuberculosa (Vell.) Bureau ex Verl.,10.9,12.2,,,,,,,,,,
CMLM,2,1,2,161,Fabaceae,Mimosa caesalpininiifolia Benth.,10.7,5.6,4.2,,,,,,,,,
CMLM,2,1,2,162,Fabaceae,Peltophorum dubium (Spreng.) Taub.,13.4,17.4,,,,,,,,,,
CMLM,2,1,2,163,Fabaceae,Anadenanthera colubrina var. cebil (Griseb.) Altschul,15.9,16.1,,,,,,,,,,
CMLM,2,1,2,164,Bignoniaceae,Handroanthus impetiginosus (Mart. ex DC.) Mattos,7.6,7.3,,,,,,,,,,
CMLM,2,1,2,165,Fabaceae,Peltophorum dubium (Spreng.) Taub.,17.3,20.2,23.3,,,,,,,,,
CMLM,2,1,2,166,Fabaceae,Anadenanthera peregrina falcata,15.9,16.1,,,,,,,,,,
CMLM,2,1,2,167,Fabaceae,Hymenaea courbaril L.,13.1,11.9,,,,,,,,,,
CMLM,2,1,2,168,Fabaceae,Pterogyne nitens Tul.,9.4,9.9,,,,,,,,,,
CMLM,2,1,2,169,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,8.5,8.7,,,,,,,,,,
CMLM,2,1,2,170,Bignoniaceae,Handroanthus heptaphyllus,10.3,12.2,,,,,,,,,,
CMLM,2,1,2,171,Fabaceae,Hymenaea courbaril L.,8.2,8.1,,,,,,,,,,
CMLM,2,1,2,172,Fabaceae,Mimosa caesalpininiifolia Benth.,6.9,6.3,,,,,,,,,,
CMLT,2,1,1,173,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,12.5,26.8,,,,,,,,,,
CMLT,2,1,1,174,Fabaceae,Mimosa caesalpininiifolia Benth.,10.5,8.0,,,,,,,,,,
CMLT,2,1,1,175,Fabaceae,Myroxylum peruiferum L. f.,14.6,9.9,,,,,,,,,,
CMLT,2,1,1,176,Fabaceae,Mimosa caesalpininiifolia Benth.,11.4,8.1,11.5,7.8,14.3,9.2,8.9,,,,,
CMLT,2,1,1,177,Meliaceae,Trichilia clausseni C. DC.,10.5,8.0,,,,,,,,,,
CMLT,2,1,1,178,Fabaceae,Mimosa caesalpininiifolia Benth.,10.9,6.6,4.1,2.7,2.7,,,,,,,
CMLT,2,1,1,179,Fabaceae,Hymenaea courbaril L.,14.2,17.7,,,,,,,,,,
CMLT,2,1,1,180,Urticaceae,Urera baccifera (L.) Gaudich. ex Wedd.,5.1,8.9,,,,,,,,,,
CMLT,2,1,1,181,Fabaceae,Mimosa caesalpininiifolia Benth.,16.1,19.4,18.9,17.1,15.9,,,,,,,
CMLT,2,1,1,182,Fabaceae,Mimosa caesalpininiifolia Benth.,13.7,15.8,14.6,14.7,12.5,19.5,16.8,7.5,5.1,,,
CMLT,2,1,1,183,Fabaceae,Myroxylum peruiferum L. f.,17.0,12.9,,,,,,,,,,
CMLT,2,1,1,184,Fabaceae,Mimosa caesalpininiifolia Benth.,14.2,17.5,5.7,,,,,,,,,
CMLT,2,1,1,185,Fabaceae,Peltophorum dubium (Spreng.) Taub.,8.8,7.9,,,,,,,,,,
CMLT,2,1,1,186,Fabaceae,Mimosa caesalpininiifolia Benth.,13.4,16.2,7.3,18.5,14.5,10.2,8.5,4.7,5.2,8.4,4.3,8.9
CMLT,2,1,2,187,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,5.9,23.7,,,,,,,,,,
CMLT,2,1,2,188,Meliaceae,Trichilia pallida Sw.,8.7,8.3,,,,,,,,,,
CMLT,2,1,2,189,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,9.0,9.3,,,,,,,,,,
CMLT,2,1,2,190,Fabaceae,Pterogyne nitens Tul.,4.3,9.0,,,,,,,,,,
CMLT,2,1,2,191,Meliaceae,Trichilia pallida Sw.,6.6,5.2,,,,,,,,,,
CMLT,2,1,2,192,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,10.4,7.5,,,,,,,,,,
CMLT,2,1,2,193,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,8.8,6.2,,,,,,,,,,
CMLT,2,1,2,194,Meliaceae,Trichilia clausseni C. DC.,8.9,7.0,,,,,,,,,,
CMLT,2,1,2,195,Fabaceae,Peltophorum dubium (Spreng.) Taub.,19.1,22.3,26.8,,,,,,,,,
CMLT,2,1,2,196,Fabaceae,Mimosa caesalpininiifolia Benth.,13.4,11.9,,,,,,,,,,
CMLT,2,1,2,197,Fabaceae,Hymenaea courbaril L.,9.5,5.1,,,,,,,,,,
CMLT,2,1,2,198,Fabaceae,Pterogyne nitens Tul.,9.1,9.9,,,,,,,,,,
CMLT,2,1,2,199,Fabaceae,Mimosa caesalpininiifolia Benth.,12.0,15.9,12.3,7.0,7.5,,,,,,,
CMLT,2,1,2,200,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,18.5,36.7,,,,,,,,,,
CMLT,2,1,2,201,Fabaceae,Peltophorum dubium (Spreng.) Taub.,17.2,26.6,,,,,,,,,,
CMLT,2,1,2,202,Apocynaceae,Tabernaemontana hystrix Steud.,7.7,7.4,,,,,,,,,,
CMLT,2,1,2,203,Apocynaceae,Tabernaemontana hystrix Steud.,8.3,6.9,,,,,,,,,,
CMLT,2,1,2,204,Fabaceae,Anadenanthera peregrina falcata,20.5,28.0,,,,,,,,,,
CMLT,2,1,2,205,Apocynaceae,Tabernaemontana hystrix Steud.,8.7,7.5,,,,,,,,,,
CMLT,2,1,2,206,Fabaceae,Hymenaea courbaril L.,6.8,5.3,,,,,,,,,,
CMLT,2,1,2,207,Indet 1,Indet 1,11.6,14.6,,,,,,,,,,
CMLT,2,1,2,208,Apocynaceae,Tabernaemontana hystrix Steud.,6.7,5.4,,,,,,,,,,
CMLT,2,1,2,209,Fabaceae,Hymenaea courbaril L.,9.7,5.1,,,,,,,,,,
CMLT,2,1,2,210,Apocynaceae,Tabernaemontana hystrix Steud.,7.2,10.5,5.9,9.7,,,,,,,,
CMLT,2,1,2,211,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,4.7,9.4,,,,,,,,,,
CMLT,2,1,2,212,Fabaceae,Mimosa caesalpininiifolia Benth.,11.8,10.2,6.7,17.7,17.2,8.9,,,,,,
CMLT,2,1,2,213,Apocynaceae,Tabernaemontana hystrix Steud.,7.6,5.7,,,,,,,,,,
CMLT,2,1,2,214,Apocynaceae,Tabernaemontana hystrix Steud.,9.3,5.7,,,,,,,,,,
CMLT,2,1,2,215,Apocynaceae,Tabernaemontana hystrix Steud.,8.1,6.4,,,,,,,,,,
CMLT,2,1,2,216,Bignoniaceae,Zeyheria tuberculosa (Vell.) Bureau ex Verl.,8.8,7.1,,,,,,,,,,
CMLT,2,1,2,217,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,6.8,7.9,,,,,,,,,,
CMLT,2,1,2,218,Fabaceae,Anadenanthera peregrina falcata,20.4,20.6,,,,,,,,,,
CMLT,2,1,2,219,Meliaceae,Trichilia clausseni C. DC.,8.7,6.0,,,,,,,,,,
SEM,2,1,1,220,Apocynaceae,Tabernaemontana hystrix Steud.,6.5,7.3,,,,,,,,,,
SEM,2,1,1,221,Fabaceae,Schizolobium parahyba (Vell.) Blake,22.0,44.6,,,,,,,,,,
SEM,2,1,1,222,Fabaceae,Schizolobium parahyba (Vell.) Blake,8.8,17.0,,,,,,,,,,
SEM,2,1,1,223,Myrtaceae,Psidium guajava L.,3.4,7.5,7.7,,,,,,,,,
SEM,2,1,1,224,Apocynaceae,Tabernaemontana hystrix Steud.,8.5,18.5,,,,,,,,,,
SEM,2,1,1,225,Apocynaceae,Tabernaemontana hystrix Steud.,5.3,9.4,,,,,,,,,,
SEM,2,1,1,226,Apocynaceae,Tabernaemontana hystrix Steud.,4.9,5.6,5.7,7.5,,,,,,,,
SEM,2,1,1,227,Apocynaceae,Tabernaemontana hystrix Steud.,4.3,7.8,,,,,,,,,,
SEM,2,1,1,228,Apocynaceae,Tabernaemontana hystrix Steud.,6.0,11.0,9.7,,,,,,,,,
SEM,2,1,1,229,Myrtaceae,Psidium guajava L.,4.9,7.9,,,,,,,,,,
SEM,2,1,1,230,Myrtaceae,Psidium guajava L.,5.4,7.0,,,,,,,,,,
SEM,2,1,1,231,Meliaceae,Trichilia pallida Sw.,5.4,5.2,,,,,,,,,,
SEM,2,1,1,232,Apocynaceae,Tabernaemontana hystrix Steud.,5.0,8.4,,,,,,,,,,
SEM,2,1,1,233,Cannabaceae,Celtis iguanaea (Jacq.) Sarg.,7.2,7.2,,,,,,,,,,
SEM,2,1,1,234,Rutaceae,Zanthoxylum rhoifolium Lam.,11.4,11.7,,,,,,,,,,
SEM,2,1,1,235,Fabaceae,Schizolobium parahyba (Vell.) Blake,20.1,40.4,,,,,,,,,,
SEM,2,1,1,236,Salicaceae,Casearia sylvestris Sw.,5.1,6.2,5.3,,,,,,,,,
SEM,2,1,1,237,Fabaceae,Enterolobium contortisiliquum (Vell.) Morong,7.7,12.9,6.9,,,,,,,,,
SEM,2,1,1,238,Apocynaceae,Tabernaemontana hystrix Steud.,11.3,9.5,14.1,,,,,,,,,
SEM,2,1,1,239,Salicaceae,Casearia sylvestris Sw.,5.2,6.2,,,,,,,,,,
SEM,2,1,1,240,Combretaceae,Terminalia argentea Mart.,12.1,11.4,,,,,,,,,,
SEM,2,1,1,241,Meliaceae,Trichilia pallida Sw.,5.5,6.9,,,,,,,,,,
SEM,2,1,1,242,Fabaceae,Parapiptadenia rigida (Benth.) Brenan,9.0,11.0,,,,,,,,,,
